t_stamp,temp
2018-12-01 12:13:16,10.7
2018-12-01 12:13:26,10.7
2018-12-01 12:13:36,10.7
2018-12-01 12:13:46,10.7
2018-12-01 12:13:56,10.7
2018-12-01 12:14:06,10.7
2018-12-01 12:14:16,10.7
2018-12-01 12:14:26,10.7
2018-12-01 12:14:36,10.7
2018-12-01 12:14:46,10.7
2018-12-01 12:14:56,10.7
2018-12-01 12:15:06,10.7
2018-12-01 12:15:16,10.7
2018-12-01 12:15:26,10.7
2018-12-01 12:15:36,10.7
2018-12-01 12:15:46,10.7
2018-12-01 12:15:56,10.8
2018-12-01 12:16:06,10.8
2018-12-01 12:16:16,10.8
2018-12-01 12:16:26,10.8
2018-12-01 12:16:36,10.8
2018-12-01 12:16:46,10.8
2018-12-01 12:16:56,10.8
2018-12-01 12:17:06,10.8
2018-12-01 12:17:16,10.8
2018-12-01 12:17:26,10.8
2018-12-01 12:17:36,10.8
2018-12-01 12:17:46,10.8
2018-12-01 12:17:56,10.8
2018-12-01 12:18:06,10.8
2018-12-01 12:18:16,10.8
2018-12-01 12:18:26,10.8
2018-12-01 12:18:36,10.8
2018-12-01 12:18:46,10.8
2018-12-01 12:18:56,10.8
2018-12-01 12:19:06,10.8
2018-12-01 12:19:16,10.8
2018-12-01 12:19:26,10.8
2018-12-01 12:19:36,10.8
2018-12-01 12:19:46,10.8
2018-12-01 12:19:56,10.8
2018-12-01 12:20:06,10.8
2018-12-01 12:20:16,10.8
2018-12-01 12:20:26,10.8
2018-12-01 12:20:36,10.8
2018-12-01 12:20:46,10.8
2018-12-01 12:20:56,10.8
2018-12-01 12:21:06,10.8
2018-12-01 12:21:16,10.8
2018-12-01 12:21:26,10.8
2018-12-01 12:21:36,10.8
2018-12-01 12:21:46,10.8
2018-12-01 12:21:56,10.8
2018-12-01 12:22:06,10.8
2018-12-01 12:22:16,10.8
2018-12-01 12:22:26,10.8
2018-12-01 12:22:36,10.8
2018-12-01 12:22:46,10.8
2018-12-01 12:22:56,10.8
2018-12-01 12:23:06,10.8
2018-12-01 12:23:16,10.8
2018-12-01 12:23:26,10.8
2018-12-01 12:23:36,10.8
2018-12-01 12:23:46,10.8
2018-12-01 12:23:56,10.8
2018-12-01 12:24:06,10.8
2018-12-01 12:24:16,10.8
2018-12-01 12:24:26,10.8
2018-12-01 12:24:36,10.8
2018-12-01 12:24:46,10.8
2018-12-01 12:24:56,10.8
2018-12-01 12:25:06,10.8
2018-12-01 12:25:16,10.8
2018-12-01 12:25:26,10.8
2018-12-01 12:25:36,10.8
2018-12-01 12:25:46,10.8
2018-12-01 12:25:56,10.8
2018-12-01 12:26:06,10.8
2018-12-01 12:26:16,10.8
2018-12-01 12:26:26,10.8
2018-12-01 12:26:36,10.8
2018-12-01 12:26:46,10.8
2018-12-01 12:26:56,10.8
2018-12-01 12:27:06,10.8
2018-12-01 12:27:16,10.8
2018-12-01 12:27:26,10.8
2018-12-01 12:27:36,10.8
2018-12-01 12:27:46,10.8
2018-12-01 12:27:56,10.8
2018-12-01 12:28:06,10.8
2018-12-01 12:28:16,10.8
2018-12-01 12:28:26,10.8
2018-12-01 12:28:36,10.8
2018-12-01 12:28:46,10.8
2018-12-01 12:28:56,10.8
2018-12-01 12:29:06,10.8
2018-12-01 12:29:17,10.8
2018-12-01 12:29:27,10.8
2018-12-01 12:29:37,10.8
2018-12-01 12:29:47,10.8
2018-12-01 12:29:57,10.8
2018-12-01 12:30:07,10.8
2018-12-01 12:30:17,10.8
2018-12-01 12:30:27,10.8
2018-12-01 12:30:37,10.8
2018-12-01 12:30:47,10.8
2018-12-01 12:30:57,10.8
2018-12-01 12:31:07,10.8
2018-12-01 12:31:17,10.8
2018-12-01 12:31:27,10.8
2018-12-01 12:31:37,10.8
2018-12-01 12:31:47,10.8
2018-12-01 12:31:57,10.8
2018-12-01 12:32:07,10.8
2018-12-01 12:32:17,10.8
2018-12-01 12:32:27,10.8
2018-12-01 12:32:37,10.8
2018-12-01 12:32:47,10.8
2018-12-01 12:32:57,10.8
2018-12-01 12:33:07,10.8
2018-12-01 12:33:17,10.8
2018-12-01 12:33:27,10.8
2018-12-01 12:33:37,10.8
2018-12-01 12:33:47,10.8
2018-12-01 12:33:57,10.8
2018-12-01 12:34:07,10.8
2018-12-01 12:34:17,10.8
2018-12-01 12:34:27,10.8
2018-12-01 12:34:37,10.8
2018-12-01 12:34:47,10.8
2018-12-01 12:34:57,10.8
2018-12-01 12:35:07,10.8
2018-12-01 12:35:17,10.8
2018-12-01 12:35:27,10.8
2018-12-01 12:35:37,10.8
2018-12-01 12:35:47,10.8
2018-12-01 12:35:57,10.8
2018-12-01 12:36:07,10.8
2018-12-01 12:36:17,10.8
2018-12-01 12:36:27,10.8
2018-12-01 12:36:37,10.8
2018-12-01 12:36:47,10.8
2018-12-01 12:36:57,10.8
2018-12-01 12:37:07,10.8
2018-12-01 12:37:17,10.8
2018-12-01 12:37:27,10.8
2018-12-01 12:37:37,10.8
2018-12-01 12:37:47,10.8
2018-12-01 12:37:57,10.8
2018-12-01 12:38:07,10.8
2018-12-01 12:38:17,10.8
2018-12-01 12:38:27,10.8
2018-12-01 12:38:37,10.8
2018-12-01 12:38:47,10.8
2018-12-01 12:38:57,10.8
2018-12-01 12:39:07,10.8
2018-12-01 12:39:17,10.8
2018-12-01 12:39:27,10.8
2018-12-01 12:39:37,10.8
2018-12-01 12:39:47,10.8
2018-12-01 12:39:57,10.8
2018-12-01 12:40:07,10.8
2018-12-01 12:40:17,10.8
2018-12-01 12:40:27,10.8
2018-12-01 12:40:37,10.8
2018-12-01 12:40:47,10.8
2018-12-01 12:40:57,10.8
2018-12-01 12:41:07,10.8
2018-12-01 12:41:17,10.8
2018-12-01 12:41:27,10.8
2018-12-01 12:41:37,10.8
2018-12-01 12:41:47,10.8
2018-12-01 12:41:57,10.8
2018-12-01 12:42:07,10.8
2018-12-01 12:42:17,10.8
2018-12-01 12:42:27,10.8
2018-12-01 12:42:37,10.8
2018-12-01 12:42:47,10.8
2018-12-01 12:42:57,10.8
2018-12-01 12:43:07,10.8
2018-12-01 12:43:17,10.8
2018-12-01 12:43:27,10.8
2018-12-01 12:43:37,10.8
2018-12-01 12:43:47,10.8
2018-12-01 12:43:57,10.8
2018-12-01 12:44:07,10.8
2018-12-01 12:44:17,10.8
2018-12-01 12:44:27,10.8
2018-12-01 12:44:37,10.8
2018-12-01 12:44:47,10.8
2018-12-01 12:44:57,10.8
2018-12-01 12:45:07,10.8
2018-12-01 12:45:17,10.8
2018-12-01 12:45:27,10.8
2018-12-01 12:45:37,10.8
2018-12-01 12:45:47,10.8
2018-12-01 12:45:57,10.8
2018-12-01 12:46:07,10.8
2018-12-01 12:46:17,10.8
2018-12-01 12:46:27,10.8
2018-12-01 12:46:37,10.8
2018-12-01 12:46:47,10.8
2018-12-01 12:46:57,10.8
2018-12-01 12:47:07,10.8
2018-12-01 12:47:17,10.8
2018-12-01 12:47:27,10.8
2018-12-01 12:47:37,10.8
2018-12-01 12:47:47,10.8
2018-12-01 12:47:57,10.8
2018-12-01 12:48:07,10.8
2018-12-01 12:48:17,10.8
2018-12-01 12:48:27,10.8
2018-12-01 12:48:37,10.8
2018-12-01 12:48:47,10.8
2018-12-01 12:48:57,10.8
2018-12-01 12:49:07,10.8
2018-12-01 12:49:18,10.8
2018-12-01 12:49:28,10.8
2018-12-01 12:49:38,10.8
2018-12-01 12:49:48,10.8
2018-12-01 12:49:58,10.8
2018-12-01 12:50:08,10.8
2018-12-01 12:50:18,10.8
2018-12-01 12:50:28,10.8
2018-12-01 12:50:38,10.8
2018-12-01 12:50:48,10.8
2018-12-01 12:50:58,10.8
2018-12-01 12:51:08,10.8
2018-12-01 12:51:18,10.8
2018-12-01 12:51:28,10.8
2018-12-01 12:51:38,10.8
2018-12-01 12:51:48,10.8
2018-12-01 12:51:58,10.8
2018-12-01 12:52:08,10.8
2018-12-01 12:52:18,10.8
2018-12-01 12:52:28,10.8
2018-12-01 12:52:38,10.8
2018-12-01 12:52:48,10.8
2018-12-01 12:52:58,10.8
2018-12-01 12:53:08,10.8
2018-12-01 12:53:18,10.8
2018-12-01 12:53:28,10.8
2018-12-01 12:53:38,10.8
2018-12-01 12:53:48,10.8
2018-12-01 12:53:58,10.8
2018-12-01 12:54:08,10.8
2018-12-01 12:54:18,10.8
2018-12-01 12:54:28,10.8
2018-12-01 12:54:38,10.8
2018-12-01 12:54:48,10.8
2018-12-01 12:54:58,11.1
2018-12-01 12:55:08,11.1
2018-12-01 12:55:18,11.1
2018-12-01 12:55:28,11.1
2018-12-01 12:55:38,11.1
2018-12-01 12:55:48,11.1
2018-12-01 12:55:58,11.1
2018-12-01 12:56:08,11.1
2018-12-01 12:56:18,11.1
2018-12-01 12:56:28,11.1
2018-12-01 12:56:38,11.1
2018-12-01 12:56:48,11.1
2018-12-01 12:56:58,11.1
2018-12-01 12:57:08,11.1
2018-12-01 12:57:18,11.1
2018-12-01 12:57:28,11.1
2018-12-01 12:57:38,11.1
2018-12-01 12:57:48,11.1
2018-12-01 12:57:58,11.1
2018-12-01 12:58:08,11.1
2018-12-01 12:58:18,11.1
2018-12-01 12:58:28,11.1
2018-12-01 12:58:38,11.1
2018-12-01 12:58:48,11.1
2018-12-01 12:58:58,11.1
2018-12-01 12:59:08,11.1
2018-12-01 12:59:18,11.1
2018-12-01 12:59:28,11.1
2018-12-01 12:59:38,11.1
2018-12-01 12:59:48,11.1
2018-12-01 12:59:58,11.1
2018-12-01 13:00:08,11.1
2018-12-01 13:00:18,11.1
2018-12-01 13:00:28,11.1
2018-12-01 13:00:38,11.1
2018-12-01 13:00:48,11.1
2018-12-01 13:00:58,11.1
2018-12-01 13:01:08,11.1
2018-12-01 13:01:18,11.1
2018-12-01 13:01:28,11.1
2018-12-01 13:01:38,11.1
2018-12-01 13:01:48,11.1
2018-12-01 13:01:58,11.1
2018-12-01 13:02:08,11.1
2018-12-01 13:02:18,11.1
2018-12-01 13:02:28,10.2
2018-12-01 13:02:38,10.2
2018-12-01 13:02:48,10.2
2018-12-01 13:02:58,10.2
2018-12-01 13:03:08,10.2
2018-12-01 13:03:18,10.2
2018-12-01 13:03:28,10.2
2018-12-01 13:03:38,10.2
2018-12-01 13:03:48,10.2
2018-12-01 13:03:58,10.2
2018-12-01 13:04:08,10.2
2018-12-01 13:04:18,10.2
2018-12-01 13:04:28,10.2
2018-12-01 13:04:38,10.2
2018-12-01 13:04:48,10.2
2018-12-01 13:04:58,10.2
2018-12-01 13:05:08,10.2
2018-12-01 13:05:18,10.2
2018-12-01 13:05:28,11.1
2018-12-01 13:05:38,11.1
2018-12-01 13:05:48,11.1
2018-12-01 13:05:58,11.1
2018-12-01 13:06:08,11.1
2018-12-01 13:06:18,11.1
2018-12-01 13:06:28,11.1
2018-12-01 13:06:38,11.1
2018-12-01 13:06:48,11.1
2018-12-01 13:06:58,11.1
2018-12-01 13:07:08,11.1
2018-12-01 13:07:18,11.1
2018-12-01 13:07:28,11.1
2018-12-01 13:07:38,11.1
2018-12-01 13:07:48,11.1
2018-12-01 13:07:58,11.1
2018-12-01 13:08:08,11.1
2018-12-01 13:08:18,11.1
2018-12-01 13:08:28,11.1
2018-12-01 13:08:38,11.1
2018-12-01 13:08:48,11.1
2018-12-01 13:08:58,11.1
2018-12-01 13:09:09,11.1
2018-12-01 13:09:19,11.1
2018-12-01 13:09:29,11.1
2018-12-01 13:09:39,11.1
2018-12-01 13:09:49,11.1
2018-12-01 13:09:59,11.1
2018-12-01 13:10:09,11.1
2018-12-01 13:10:19,11.1
2018-12-01 13:10:29,11.1
2018-12-01 13:10:39,11.1
2018-12-01 13:10:49,11.1
2018-12-01 13:10:59,11.1
2018-12-01 13:11:09,11.1
2018-12-01 13:11:19,11.1
2018-12-01 13:11:29,11.1
2018-12-01 13:11:39,11.1
2018-12-01 13:11:49,11.1
2018-12-01 13:11:59,11.1
2018-12-01 13:12:09,11.1
2018-12-01 13:12:19,11.1
2018-12-01 13:12:29,11.1
2018-12-01 13:12:39,11.1
2018-12-01 13:12:49,11.1
2018-12-01 13:12:59,10.2
2018-12-01 13:13:09,10.2
2018-12-01 13:13:19,10.2
2018-12-01 13:13:29,10.2
2018-12-01 13:13:39,10.2
2018-12-01 13:13:49,10.2
2018-12-01 13:13:59,10.2
2018-12-01 13:14:09,10.2
2018-12-01 13:14:19,10.2
2018-12-01 13:14:29,11.1
2018-12-01 13:14:39,11.1
2018-12-01 13:14:49,11.1
2018-12-01 13:14:59,11.1
2018-12-01 13:15:09,11.1
2018-12-01 13:15:19,11.1
2018-12-01 13:15:29,11.1
2018-12-01 13:15:39,11.1
2018-12-01 13:15:49,11.1
2018-12-01 13:15:59,11.1
2018-12-01 13:16:09,11.1
2018-12-01 13:16:19,11.1
2018-12-01 13:16:29,11.1
2018-12-01 13:16:39,11.1
2018-12-01 13:16:49,11.1
2018-12-01 13:16:59,11.1
2018-12-01 13:17:09,11.1
2018-12-01 13:17:19,11.1
2018-12-01 13:17:29,10.2
2018-12-01 13:17:39,10.2
2018-12-01 13:17:49,10.2
2018-12-01 13:17:59,10.2
2018-12-01 13:18:09,10.2
2018-12-01 13:18:19,10.2
2018-12-01 13:18:29,10.2
2018-12-01 13:18:39,10.2
2018-12-01 13:18:49,10.2
2018-12-01 13:18:59,11.1
2018-12-01 13:19:09,11.1
2018-12-01 13:19:19,11.1
2018-12-01 13:19:29,11.1
2018-12-01 13:19:39,11.1
2018-12-01 13:19:49,11.1
2018-12-01 13:19:59,11.1
2018-12-01 13:20:09,11.1
2018-12-01 13:20:19,11.1
2018-12-01 13:20:29,10.2
2018-12-01 13:20:39,10.2
2018-12-01 13:20:49,10.2
2018-12-01 13:20:59,10.2
2018-12-01 13:21:09,10.2
2018-12-01 13:21:19,10.2
2018-12-01 13:21:29,10.2
2018-12-01 13:21:39,10.2
2018-12-01 13:21:49,10.2
2018-12-01 13:21:59,10.2
2018-12-01 13:22:09,10.2
2018-12-01 13:22:19,10.2
2018-12-01 13:22:29,10.2
2018-12-01 13:22:39,10.2
2018-12-01 13:22:49,10.2
2018-12-01 13:22:59,10.2
2018-12-01 13:23:09,10.2
2018-12-01 13:23:19,10.2
2018-12-01 13:23:29,10.2
2018-12-01 13:23:39,10.2
2018-12-01 13:23:49,10.2
2018-12-01 13:23:59,10.2
2018-12-01 13:24:09,10.2
2018-12-01 13:24:19,10.2
2018-12-01 13:24:29,10.2
2018-12-01 13:24:39,10.2
2018-12-01 13:24:49,10.2
2018-12-01 13:24:59,10.2
2018-12-01 13:25:09,10.2
2018-12-01 13:25:19,10.2
2018-12-01 13:25:29,10.2
2018-12-01 13:25:39,10.2
2018-12-01 13:25:49,10.2
2018-12-01 13:25:59,10.2
2018-12-01 13:26:09,10.2
2018-12-01 13:26:19,10.2
2018-12-01 13:26:29,11.1
2018-12-01 13:26:39,11.1
2018-12-01 13:26:49,11.1
2018-12-01 13:26:59,11.1
2018-12-01 13:27:09,11.1
2018-12-01 13:27:19,11.1
2018-12-01 13:27:29,11.1
2018-12-01 13:27:39,11.1
2018-12-01 13:27:49,11.1
2018-12-01 13:27:59,11.1
2018-12-01 13:28:09,11.1
2018-12-01 13:28:19,11.1
2018-12-01 13:28:29,11.1
2018-12-01 13:28:39,11.1
2018-12-01 13:28:50,11.1
2018-12-01 13:29:00,11.1
2018-12-01 13:29:10,11.1
2018-12-01 13:29:20,11.1
2018-12-01 13:29:30,10.2
2018-12-01 13:29:40,10.2
2018-12-01 13:29:50,10.2
2018-12-01 13:30:00,10.2
2018-12-01 13:30:10,10.2
2018-12-01 13:30:20,10.2
2018-12-01 13:30:30,10.2
2018-12-01 13:30:40,10.2
2018-12-01 13:30:50,10.2
2018-12-01 13:31:00,11.1
2018-12-01 13:31:10,11.1
2018-12-01 13:31:20,11.1
2018-12-01 13:31:30,11.1
2018-12-01 13:31:40,11.1
2018-12-01 13:31:50,11.1
2018-12-01 13:32:00,11.1
2018-12-01 13:32:10,11.1
2018-12-01 13:32:20,11.1
2018-12-01 13:32:30,11.1
2018-12-01 13:32:40,11.1
2018-12-01 13:32:50,11.1
2018-12-01 13:33:00,11.1
2018-12-01 13:33:10,11.1
2018-12-01 13:33:20,11.1
2018-12-01 13:33:30,11.1
2018-12-01 13:33:40,11.1
2018-12-01 13:33:50,11.1
2018-12-01 13:34:00,10.2
2018-12-01 13:34:10,10.2
2018-12-01 13:34:20,10.2
2018-12-01 13:34:30,10.2
2018-12-01 13:34:40,10.2
2018-12-01 13:34:50,10.2
2018-12-01 13:35:00,10.2
2018-12-01 13:35:10,10.2
2018-12-01 13:35:20,10.2
2018-12-01 13:35:30,10.2
2018-12-01 13:35:40,10.2
2018-12-01 13:35:50,10.2
2018-12-01 13:36:00,10.2
2018-12-01 13:36:10,10.2
2018-12-01 13:36:20,10.2
2018-12-01 13:36:30,10.2
2018-12-01 13:36:40,10.2
2018-12-01 13:36:50,10.2
2018-12-01 13:37:00,10.2
2018-12-01 13:37:10,10.2
2018-12-01 13:37:20,10.2
2018-12-01 13:37:30,10.2
2018-12-01 13:37:40,10.2
2018-12-01 13:37:50,10.2
2018-12-01 13:38:00,10.2
2018-12-01 13:38:10,10.2
2018-12-01 13:38:20,10.2
2018-12-01 13:38:30,11.1
2018-12-01 13:38:40,11.1
2018-12-01 13:38:50,11.1
2018-12-01 13:39:00,11.1
2018-12-01 13:39:10,11.1
2018-12-01 13:39:20,11.1
2018-12-01 13:39:30,11.1
2018-12-01 13:39:40,11.1
2018-12-01 13:39:50,11.1
2018-12-01 13:40:00,10.2
2018-12-01 13:40:10,10.2
2018-12-01 13:40:20,10.2
2018-12-01 13:40:30,10.2
2018-12-01 13:40:40,10.2
2018-12-01 13:40:50,10.2
2018-12-01 13:41:00,10.2
2018-12-01 13:41:10,10.2
2018-12-01 13:41:20,10.2
2018-12-01 13:41:30,12.0
2018-12-01 13:41:40,12.0
2018-12-01 13:41:50,12.0
2018-12-01 13:42:00,12.0
2018-12-01 13:42:10,12.0
2018-12-01 13:42:20,12.0
2018-12-01 13:42:30,12.0
2018-12-01 13:42:40,12.0
2018-12-01 13:42:50,12.0
2018-12-01 13:43:00,11.1
2018-12-01 13:43:10,11.1
2018-12-01 13:43:20,11.1
2018-12-01 13:43:30,11.1
2018-12-01 13:43:40,11.1
2018-12-01 13:43:50,11.1
2018-12-01 13:44:00,11.1
2018-12-01 13:44:10,11.1
2018-12-01 13:44:20,11.1
2018-12-01 13:44:30,11.1
2018-12-01 13:44:40,11.1
2018-12-01 13:44:50,11.1
2018-12-01 13:45:00,11.1
2018-12-01 13:45:10,11.1
2018-12-01 13:45:20,11.1
2018-12-01 13:45:30,11.1
2018-12-01 13:45:40,11.1
2018-12-01 13:45:50,11.1
2018-12-01 13:46:00,11.1
2018-12-01 13:46:10,11.1
2018-12-01 13:46:20,11.1
2018-12-01 13:46:30,11.1
2018-12-01 13:46:40,11.1
2018-12-01 13:46:50,11.1
2018-12-01 13:47:00,11.1
2018-12-01 13:47:10,11.1
2018-12-01 13:47:20,11.1
2018-12-01 13:47:30,12.0
2018-12-01 13:47:40,12.0
2018-12-01 13:47:50,12.0
2018-12-01 13:48:00,12.0
2018-12-01 13:48:10,12.0
2018-12-01 13:48:20,12.0
2018-12-01 13:48:30,12.0
2018-12-01 13:48:40,12.0
2018-12-01 13:48:51,12.0
2018-12-01 13:49:01,12.2
2018-12-01 13:49:11,12.2
2018-12-01 13:49:21,12.2
2018-12-01 13:49:31,12.2
2018-12-01 13:49:41,12.2
2018-12-01 13:49:51,12.2
2018-12-01 13:50:01,12.2
2018-12-01 13:50:11,12.2
2018-12-01 13:50:21,12.2
2018-12-01 13:50:31,12.2
2018-12-01 13:50:41,12.2
2018-12-01 13:50:51,12.2
2018-12-01 13:51:01,12.2
2018-12-01 13:51:11,12.2
2018-12-01 13:51:21,12.2
2018-12-01 13:51:31,12.2
2018-12-01 13:51:41,12.2
2018-12-01 13:51:51,12.2
2018-12-01 13:52:01,12.0
2018-12-01 13:52:11,12.0
2018-12-01 13:52:21,12.0
2018-12-01 13:52:31,12.0
2018-12-01 13:52:41,12.0
2018-12-01 13:52:51,12.0
2018-12-01 13:53:01,12.0
2018-12-01 13:53:11,12.0
2018-12-01 13:53:21,12.0
2018-12-01 13:53:31,12.2
2018-12-01 13:53:41,12.2
2018-12-01 13:53:51,12.2
2018-12-01 13:54:01,12.2
2018-12-01 13:54:11,12.2
2018-12-01 13:54:21,12.2
2018-12-01 13:54:31,12.2
2018-12-01 13:54:41,12.2
2018-12-01 13:54:51,12.2
2018-12-01 13:55:01,12.2
2018-12-01 13:55:11,12.2
2018-12-01 13:55:21,12.2
2018-12-01 13:55:31,12.2
2018-12-01 13:55:41,12.2
2018-12-01 13:55:51,12.2
2018-12-01 13:56:01,12.2
2018-12-01 13:56:11,12.2
2018-12-01 13:56:21,12.2
2018-12-01 13:56:31,12.2
2018-12-01 13:56:41,12.2
2018-12-01 13:56:51,12.2
2018-12-01 13:57:01,12.2
2018-12-01 13:57:11,12.2
2018-12-01 13:57:21,12.2
